job_role,course_name,course_link,difficulty_level,category,job_role_encoded,course_name_encoded,category_encoded
GraphQL Engineer,Fullstack GraphQL,https://www.newline.co/fullstack-graphql,Intermediate,Web Development,291,475,578
Green Software Engineer,Introduction to Green Computing,https://www.netacad.com/courses/it-essentials/introduction-to-green-computing,Beginner,Information Technology,292,642,353
Green Software Engineer,The Principles of Sustainable Software Engineering,https://principles.green/,Beginner,Software Engineering,292,1108,519
Haptic Technology Engineer,Haptic Interaction Design,https://www.interaction-design.org/literature/article/haptic-interaction-design-creating-engaging-and-intuitive-tactile-experiences,Intermediate,User Interface/User Experience (UI/UX),293,541,564
Haptic Technology Engineer,Fundamentals of Robotics,https://www.edx.org/course/robotics-foundations-i-robot-modeling,Intermediate,Robotics/Engineering,293,493,487
Haptic Technology Engineer,C++ for Programmers,https://www.udacity.com/course/c-for-programmers--ud210,Intermediate,Programming/Software Development,293,241,462
Haptic Technology Engineer,Linear Algebra,https://ocw.mit.edu/courses/18-06sc-linear-algebra-fall-2011/,Intermediate,Mathematics,293,730,389
Hardware Automation Developer,Ansible Essential Training,https://www.linkedin.com/learning/ansible-essential-training,Intermediate,Configuration Management,294,115,127
Hardware Automation Developer,Introduction to Hardware Description Languages,https://www.coursera.org/learn/hardware-description-languages,Beginner,Hardware Design,294,644,339
Hardware Automation Engineer,Automated Software Testing with Python,https://www.udemy.com/course/automated-software-testing-with-python/,Intermediate,Software Testing and Automation,295,150,523
Hardware Compliance Auditor,PCI DSS Compliance Fundamentals,https://www.pcisecuritystandards.org/training,Intermediate,Payment Card Industry Compliance,296,902,437
Hardware Compliance Auditor,NIST Cybersecurity Framework (CSF),https://www.nist.gov/cyberframework,Intermediate,Cybersecurity Framework,296,848,150
Hardware Engineer,Introduction to Embedded Systems Software and Development Environments,https://www.coursera.org/learn/introduction-embedded-systems,Beginner,Embedded Systems,297,635,291
Hardware Engineer,The Arduino Platform and C Programming,https://www.coursera.org/learn/arduino-platform,Beginner,Electronics and Microcontrollers,297,1090,285
Hardware Engineer,Digital Systems: From Logic Gates to Processors,https://www.coursera.org/learn/digital-systems,Intermediate,Digital Logic Design,297,420,268
Hardware Engineer,Advanced PCB Layout Techniques,https://www.fedevel.com/academy/advanced-pcb-layout/,Advanced,PCB Design,297,81,434
Hardware Engineer,High-Speed Digital Design,https://www.fedevel.com/academy/high-speed-digital-design/,Advanced,Hardware Design,297,555,339
Hardware Engineer,Hardware Security,https://www.coursera.org/learn/hardware-security,Advanced,Computer Security,297,546,122
Hardware Forensics Analyst,Computer Forensics Fundamentals,https://www.sans.org/courses/computer-forensics-fundamentals,Beginner,Cybersecurity/Forensics,298,319,165
Hardware Forensics Analyst,Advanced Computer Forensics,https://www.sans.org/courses/advanced-computer-forensics,Intermediate,Cybersecurity/Forensics,298,63,165
Hardware Forensics Analyst,FOR500: Windows Forensic Analysis,https://www.sans.org/courses/windows-forensic-analysis,Intermediate,Cybersecurity/Forensics,298,457,165
Hardware Forensics Analyst,FOR610: Reverse-Engineering Malware,https://www.sans.org/courses/reverse-engineering-malware,Advanced,Cybersecurity/Malware Analysis,298,458,170
Hardware Forensics Analyst,Mobile Device Forensics,https://www.sans.org/courses/mobile-device-forensics,Intermediate,Cybersecurity/Mobile Forensics,298,812,171
Hardware Governance Specialist,Certified Hardware Asset Management Professional (CHAMP),https://www.iaitam.org/champ-certification,Advanced,IT Asset Management Certification,299,265,347
Hardware Governance Specialist,ITIL 4 Foundation,https://www.axelos.com/certifications/itil-certifications/itil-foundation,Intermediate,IT Service Management,299,577,348
Hardware Incident Manager,Hardware Diagnostics and Repair,https://www.udemy.com/topic/computer-hardware/,Intermediate,Hardware Repair,300,544,340
Hardware Incident Manager,Hardware Diagnostics and Repair,https://www.udemy.com/topic/computer-repair/,Intermediate,Hardware Repair,300,544,340
Hardware Monitoring Specialist,Zabbix Monitoring Fundamentals,https://www.zabbix.com/training,Intermediate,Network Monitoring,301,1187,415
Hardware Penetration Tester,Hardware Hacking 101,https://www.hackaday.io/project/172004-hardware-hacking-101,Beginner,Hardware Security,302,545,341
Hardware Penetration Tester,Introduction to Arduino,https://www.udemy.com/course/arduino-course/,Beginner,Embedded Systems,302,615,291
Hardware Performance Engineer,Performance Analysis of Computer Systems,https://ocw.mit.edu/courses/6-172-performance-engineering-of-software-systems-fall-2018/,Advanced,Performance Engineering,303,909,441
Hardware Risk Analyst,Failure Analysis and Prevention,https://asminternational.org/learning/courses/failure-analysis,Intermediate,Materials Science and Engineering,304,460,388
Hardware Security Architect,Introduction to Operating Systems,https://www.udacity.com/course/introduction-to-operating-systems--ud923,Intermediate,Operating Systems,305,661,429
Hardware Testing Engineer,Microsoft Excel - Excel from Beginner to Advanced,https://www.udemy.com/course/microsoft-excel-excel-from-beginner-to-advanced/,Beginner,Data Analysis,306,804,180
Hardware Testing Engineer,The Data Science Course: Complete Data Science Bootcamp,https://www.udemy.com/course/the-data-science-course-complete-data-science-bootcamp/,Beginner,Data Science,306,1102,202
Hardware Vulnerability Assessor,Microcontroller Firmware Analysis,https://www.hex-rays.com/ida-pro/,Intermediate,Cybersecurity/Firmware Analysis,307,782,164
Hardware-in-the-Loop (HIL) Testing Engineer,Model-Based Design with Simulink,https://www.mathworks.com/learn/tutorials/simulink-onramp.html,Intermediate,Control Systems Design,308,819,132
Hardware-in-the-Loop (HIL) Testing Engineer,Introduction to dSPACE TargetLink,https://www.dspace.com/en/inc/home/products/sw/pcgs/targetlink.cfm,Intermediate,Code Generation,308,684,110
Headless CMS Developer,"Jamstack for Beginners (Next.js, Contentful and Netlify)",https://www.newline.co/courses/jamstack-for-beginners,Beginner,Web Development,309,692,578
Headless E-commerce Developer,Building Modern E-Commerce Applications with Next.js 13,https://www.udemy.com/course/nextjs-ecommerce/,Intermediate,Web Development,310,201,578
Headless E-commerce Developer,Headless Shopify Development with Hydrogen,https://www.shopify.dev/custom-storefronts/hydrogen,Intermediate,E-commerce Development,310,550,273
Headless E-commerce Developer,Mastering Next.js,https://masteringnextjs.com/,Intermediate/Advanced,Web Development,310,767,578
High-Availability Database Engineer,AWS Certified Database Specialty (DBS-C01) Training,https://www.udemy.com/course/aws-certified-database-specialty-training-dbs/,Advanced,Cloud Computing/Database Administration,311,27,87
High-Availability Database Engineer,Microsoft SQL Server High Availability and Disaster Recovery,https://learn.microsoft.com/en-us/training/browse/?terms=high+availability+sql+server,Intermediate,Database Administration,311,805,226
High-Availability Database Engineer,MongoDB Administration,https://university.mongodb.com/,Intermediate,Database Administration,311,827,226
High-Frequency Trading (HFT) Developer,Market Microstructure for Practitioners,https://www.coursera.org/learn/market-microstructure,Intermediate,Finance & Market Microstructure,312,758,304
High-Performance Cloud Engineer,Linux Performance Tuning and Optimization,https://www.udemy.com/topic/linux-administration/,Intermediate,System Administration,313,736,535
High-Performance Computing (HPC) Developer,GPU Programming for High-Performance Computing,https://www.udacity.com/course/high-performance-computing--ud281,Advanced,High-Performance Computing,314,498,344
High-Performance Computing (HPC) Developer,Parallel Programming in C++,https://www.udacity.com/course/parallel-programming--ud421,Intermediate,Parallel Programming,314,906,436
High-Performance Computing (HPC) Engineer,Parallel Programming in C++,https://www.udacity.com/course/parallel-programming--ud011,Intermediate,Parallel Programming,315,906,436
High-Performance Computing (HPC) Engineer,Introduction to MPI,https://computing.llnl.gov/tutorials/mpi/,Intermediate,Parallel Programming,315,654,436
High-Performance Computing (HPC) Engineer,GPU Programming for High-Performance Computing,https://www.udacity.com/course/high-performance-computing-with-gpu-acceleration--ud282,Advanced,High-Performance Computing,315,498,344
Holographic Display Engineer,Diffractive Optics and Holography,https://www.spie.org/education/courses-and-training/courses/diffractive-optics-and-holography,Advanced,Physics/Optics,316,416,446
Homomorphic Encryption Database Engineer,Homomorphic Encryption and Privacy Engineering,https://courses.packtpub.com/courses/homomorphic-encryption-and-privacy-engineering,Advanced,Cryptography and Privacy Engineering,317,558,139
Homomorphic Encryption Database Engineer,Mathematics for Machine Learning: PCA,https://www.coursera.org/learn/pca-machine-learning,Intermediate,Mathematics for Machine Learning,317,773,391
Homomorphic Encryption Storage Engineer,Applied Cryptography,https://www.udacity.com/course/applied-cryptography--cs387,Advanced,Cryptography,318,129,138
Human Augmentation Device Engineer,Neural Networks and Deep Learning,https://www.coursera.org/learn/neural-networks-deep-learning,Intermediate,Machine Learning,319,878,374
Human Augmentation Engineer,Biomechanics,https://www.edx.org/course?search_query=biomechanics,Intermediate,Bioengineering,320,170,45
Human Augmentation Engineer,Human-Computer Interaction,https://www.interaction-design.org/courses,Intermediate,Human-Computer Interaction,320,564,346
Human Augmentation Engineer,Ethics of Artificial Intelligence,https://www.edx.org/course?search_query=ethics+of+ai,Intermediate,Artificial Intelligence Ethics,320,454,30
Human-Computer Interaction (HCI) Engineer,Interaction Design Specialization,https://www.coursera.org/specializations/interaction-design,Intermediate,User Experience Design,321,603,562
Hybrid Cloud Engineer,AWS Certified Solutions Architect - Associate,https://aws.amazon.com/certification/certified-solutions-architect-associate/,Intermediate,Cloud Computing,322,32,66
Hybrid Cloud Engineer,"Microsoft Certified: Security, Compliance, and Identity Fundamentals",https://learn.microsoft.com/en-us/certifications/exams/sc-900,Beginner,Cloud Computing,322,802,66
Hybrid Transactional/Analytical Processing (HTAP) Engineer,Cassandra Documentation,https://cassandra.apache.org/doc/latest/getting_started/index.html,Intermediate,Database Administration,323,256,226
Hybrid Transactional/Analytical Processing (HTAP) Engineer,Microservices Architecture,https://www.udemy.com/course/microservices-architecture/,Intermediate,Software Engineering,323,784,519
Hypervisor Optimization Engineer,Linux Performance Tuning and Optimization,https://www.udemy.com/course/linux-performance-tuning/,Intermediate,Operating Systems,324,736,429
IT Consultant,ITIL 4 Foundation Certification,https://www.udemy.com/course/itil-4-foundation-certification/,Beginner,IT Service Management,325,578,348
IT Consultant,Networking Fundamentals: CCNA Exploration,https://www.netacad.com/courses/networking/networking-fundamentals-ccna-exploration,Beginner,Networking,325,876,421
IT Consultant,IT Project Management Fundamentals,https://www.coursera.org/specializations/project-management,Beginner,Project Management,325,574,463
IT Support Engineer,Google IT Support Professional Certificate,https://www.coursera.org/professional-certificates/google-it-support,Beginner,IT Support,326,522,349
IT Support Engineer,CompTIA A+ Core Series (Exams 220-1101 and 220-1102),https://www.comptia.org/certifications/a,Beginner,IT Support,326,305,349
IT Support Engineer,IT Security Fundamentals,https://www.cybrary.it/course/comptia-security,Intermediate,Cybersecurity,326,576,142
Identity Fraud Analyst,Certified Fraud Examiner (CFE),https://www.acfe.com/cfe-exam-prep-course.aspx,Advanced,Fraud Examination,327,263,310
Identity Fraud Analyst,Certified Fraud Examiner (CFE) Exam Review Course,https://www.acfe.com/cfe-exam-prep-review-course,Intermediate,Fraud Examination,327,264,310
Immutable Infrastructure Developer,Introduction to Terraform,https://learn.hashicorp.com/terraform/getting-started/intro,Beginner,DevOps/Infrastructure as Code,328,680,261
Immutable Infrastructure Developer,Packer Fundamentals,https://learn.hashicorp.com/packer/getting-started/build-image,Intermediate,DevOps/Image Management,328,905,260
Immutable Infrastructure Developer,Ansible Essentials: Simplicity in Automation,https://www.redhat.com/en/services/training/do007-ansible-essentials-simplicity-automation-technical-overview,Beginner,DevOps/Configuration Management,328,116,257
Immutable Ledger Storage Engineer,Blockchain Fundamentals,https://www.coursera.org/specializations/blockchain,Beginner,Blockchain,329,177,50
Immutable Ledger Storage Engineer,Data Structures and Algorithm Specialization,https://www.coursera.org/specializations/data-structures-algorithms,Intermediate,Computer Science,329,368,118
In-Memory Database Engineer,Introduction to Redis,https://university.redis.com/courses/ru101-introduction-to-redis-data-structures/,Beginner,In-Memory Databases,330,666,351
In-Memory Database Engineer,Redis Data Structures,https://university.redis.com/courses/ru102-redis-data-structures/,Intermediate,In-Memory Databases,330,971,351
In-Memory Database Engineer,Developing Microservices with Redis,https://university.redis.com/courses/developing-microservices-with-redis/,Intermediate,In-Memory Databases,330,408,351
Incident Response Analyst,Cybersecurity Incident Response,https://www.sans.org/cyber-security-courses/security-essentials-bootcamp-style/,Intermediate,Cybersecurity,331,347,142
Industrial IoT (IIoT) Network Engineer,SCADA and PLC Programming for Industrial Automation,https://www.udemy.com/topic/scada/,Intermediate,Industrial Automation,332,995,352
Infrastructure as Code (IaC) Developer,CloudFormation Master Class,https://www.udemy.com/course/aws-cloudformation-master-class/,Intermediate,Cloud Computing/AWS,333,300,83
Infrastructure as Code (IaC) Developer,Introduction to Infrastructure as Code with Terraform,https://www.pluralsight.com/courses/terraform-getting-started,Beginner,DevOps/Cloud Computing,333,647,256
Interactive UI Testing Engineer,Accessibility in Web Development,https://frontendmasters.com/courses/accessibility-v2/,Intermediate,Web Development/Accessibility Testing,334,45,590
Internationalization & Localization Engineer,Web Globalization and Localization,https://www.udemy.com/course/website-localization-for-beginners/,Intermediate,Web Development,335,1165,578
Internationalization & Localization Engineer,Introduction to i18n and l10n,https://www.w3.org/International/i18n-drafts/getting-started/index.html,Beginner,Web Development,335,685,578
Internet of Battlefield Things (IoBT) Engineer,Sensor Data Analysis and Visualization,https://www.udacity.com/course/data-visualization-nanodegree--nd197,Intermediate,Data Analysis,336,1023,180
IoT Dashboard Interface Developer,Developing IoT Dashboards with Node-RED and InfluxDB,https://www.thethingsnetwork.org/labs/story/developing-iot-dashboards-with-node-red-and-influxdb,Intermediate,IoT Development,337,407,359
IoT Dashboard Interface Developer,Grafana Fundamentals,https://grafana.com/tutorials/grafana-fundamentals/,Beginner,Data Visualization,337,527,220
IoT Device Security Engineer,Securing IoT Devices and Applications,https://www.cloudacademy.com/course/securing-iot-devices-and-applications/,Intermediate,IoT Security,338,1011,361
IoT Engineer,An Introduction to Programming the Internet of Things (IOT),https://www.coursera.org/specializations/iot,Intermediate,IoT,339,105,358
IoT Network Engineer,IoT Networking with LoRaWAN,https://www.thethingsnetwork.org/academy/,Intermediate,IoT Networking,340,690,360
IoT Network Engineer,IoT Networking Fundamentals,https://www.cisco.com/c/en/us/training-events/training-certifications/certifications/associate/ccna.html#~stickynav=1,Intermediate,Networking and IoT,340,689,422
JAMstack Developer,Building Modern Web Applications with Gatsby,https://www.gatsbyjs.com/docs/tutorial/,Intermediate,Web Development,341,202,578
JAMstack Developer,Headless CMS with Strapi,https://strapi.io/documentation/developer-docs/latest/getting-started/quick-start.html,Intermediate,Web Development,341,549,578
JAMstack Developer,Serverless Functions Fundamentals,https://www.netlify.com/blog/tags/serverless-functions/,Intermediate,Web Development,341,1030,578
JAMstack Developer,Advanced Static Site Generation with Next.js,https://nextjs.org/docs/advanced-features/static-html-export,Advanced,Web Development,341,93,578
JIT (Just-in-Time) Compilation Engineer ,"Principles of Compiler Design, IISc Bangalore",https://nptel.ac.in/courses/106108113,Intermediate,Computer Science,342,933,118
JIT (Just-in-Time) Compilation Engineer ,LLVM for Beginners,https://llvm.org/docs/GettingStarted.html#tutorials,Intermediate,Compiler Development,342,705,114
JIT (Just-in-Time) Compilation Engineer ,Computaton Structures,https://ocw.mit.edu/courses/6-004-computation-structures-spring-2017/,Intermediate,Computer Architecture,342,317,116
Kernel Developer,Understanding the Linux Kernel,https://www.oreilly.com/library/view/understanding-the-linux/0596005652/,Advanced,Operating Systems/Kernel Development,343,1133,431
Kernel Developer,Advanced Linux Kernel Programming,https://www.oreilly.com/library/view/linux-device-drivers/0596005903/,Advanced,Operating Systems/Kernel Development,343,73,431
Knowledge Graph Engineer,Building a Knowledge Graph with Neo4j,https://neo4j.com/graphacademy/online-training/building-a-knowledge-graph-with-neo4j/,Intermediate,Graph Databases,344,228,335
Knowledge Graph Engineer,Graph Databases for Beginners,https://www.udacity.com/course/intro-to-graph-databases--ud197,Beginner,Database,344,532,225
Knowledge Graph Engineer,Graph Algorithms for Knowledge Graphs with Neo4j,https://neo4j.com/graphacademy/online-training/graph-algorithms-neo4j/,Intermediate,Graph Algorithms,344,530,333
Kubernetes Engineer,Kubernetes for the Absolute Beginners - Hands-on,https://www.udemy.com/course/kubernetes-for-absolute-beginners/,Beginner,DevOps/Cloud Computing,345,703,256
Kubernetes Engineer,Kubernetes Fundamentals (LFS158),https://training.linuxfoundation.org/training/introduction-to-kubernetes/,Beginner/Intermediate,DevOps/Container Orchestration,345,698,258
Kubernetes Engineer,Docker and Kubernetes: The Complete Guide,https://www.udemy.com/course/docker-and-kubernetes-the-complete-guide/,Beginner/Intermediate,DevOps/Container Orchestration,345,426,258
Kubernetes Security Engineer,Certified Kubernetes Security Specialist (CKS),https://www.cncf.io/certification/cks/,Advanced,"Cloud Security, DevOps",346,271,106
Kubernetes Security Engineer,Kubernetes Security Best Practices,https://kubernetes.io/docs/concepts/security/,Intermediate,"DevOps, Security",346,699,253
Kubernetes Security Engineer,Kubernetes and Cloud Native Associate (KCNA),https://www.cncf.io/certification/kcna/,Intermediate,"Cloud Native, DevOps",346,701,101
Kubernetes Security Engineer,Trivy: Deep Dive into Kubernetes Security Scanning,https://aquasecurity.github.io/trivy-operator/v0.3.0/,Intermediate,"DevOps, Security",346,1122,253
Kubernetes Security Engineer,Falco: Real-time Threat Detection for Kubernetes,https://falco.org/docs/,Intermediate,"DevOps, Security",346,462,253
Large-Scale Codebase Maintainer,Software Architecture and Design,https://www.udacity.com/course/software-architecture-design--ud821,Intermediate,Software Engineering,347,1042,519
Large-Scale Codebase Maintainer,Advanced Debugging and Performance Tuning,https://www.udemy.com/course/java-multithreading-concurrency-performance-optimization,Advanced,Software Development,347,68,508
Large-Scale Data Indexing Engineer,Intro to Hadoop and MapReduce,https://www.udacity.com/course/intro-to-hadoop-and-mapreduce--ud617,Intermediate,Big Data,348,609,39
Large-Scale Data Indexing Engineer,Apache Spark for Data Engineering,https://cognitiveclass.ai/courses/data-engineering-spark,Intermediate,Big Data,348,125,39
Large-Scale Time-Series Data Engineer,Spark Streaming with Scala and Kafka,https://cognitiveclass.ai/courses/learn-spark-streaming/,Intermediate,Big Data/Streaming,349,1054,43
Large-Scale Time-Series Data Engineer,Introduction to Apache Spark,https://cognitiveclass.ai/courses/introduction-to-apache-spark,Beginner,Data Engineering/Big Data,349,613,187
Li-Fi Engineer,"Advanced Optical Communication, IIT Bombay",https://nptel.ac.in/courses/117101002,Advanced,Electronics & Communication Engineering,350,80,281
LiDAR Systems Engineer,SLAM (Simultaneous Localization and Mapping),https://www.udacity.com/course/robotics-software-engineer--nd209,Advanced,Robotics,351,997,482
LiDAR Systems Engineer,Introduction to Lidar Technology and Applications,https://www.e-education.psu.edu/geog883/,Beginner,Remote Sensing,351,652,478
Load Testing Engineer,Gatling Fundamentals,https://gatling.io/docs/gatling/tutorials/quickstart/,Intermediate,Software Testing/Performance Testing,352,500,525
Log-Structured Merge-Tree (LSM-Tree) Specialist,Advanced Database Systems (CMU 15-721),https://15721.courses.cs.cmu.edu/spring2020/,Advanced,Database Internals,353,67,230
Log-Structured Merge-Tree (LSM-Tree) Specialist,Introduction to Database Systems (CMU 15-445),https://15445.courses.cs.cmu.edu/fall2022/,Intermediate,Database Systems,353,626,235
Log-Structured Merge-Tree (LSM-Tree) Specialist,Designing Data-Intensive Applications,https://dataintensive.net/,Advanced,Distributed Systems,353,392,272
Log-Structured Merge-Tree (LSM-Tree) Specialist,Apache Cassandra Fundamentals,https://cassandra.apache.org/doc/latest/,Intermediate,NoSQL Databases,353,118,426
Log-Structured Merge-Tree (LSM-Tree) Specialist,RocksDB: A Persistent Key-Value Store for Flash and RAM Storage,https://rocksdb.org/,Advanced,Storage Engines,353,986,530
Low-Bandwidth Web Engineer,Optimizing Images for the Web with Webpack,https://webpack.js.org/guides/asset-management/,Intermediate,Web Development,354,899,578
Low-Code Testing Automation Engineer,API Testing with Rest Assured & HTTP Client,https://www.udemy.com/course/api-testing-rest-api-automation-testing-from-scratch/,Intermediate,Test Automation,355,20,547
Low-Code/No-Code Developer,Automate Your Business with Zapier: No-Code Automation Course,https://www.udemy.com/course/zapier-automation-course/,Intermediate,No-Code Automation,356,148,424
Low-Code/No-Code Platform Engineer,Build a Basic App in Mendix Studio,https://academy.mendix.com/link/path/47/track/becoming-a-rapid-developer/module/73/topic/176,Beginner,Low-Code Development,357,187,371
Low-Code/No-Code Platform Engineer,Mendix for Advanced Developers,https://academy.mendix.com/link/path/95/track/mendix-for-advanced-developers,Intermediate,Low-Code Development,357,776,371
Low-Code/No-Code Platform Engineer,Build a Basic Web App with Webflow,https://university.webflow.com/courses/webflow-101-crash-course,Beginner,Web Development,357,188,578
Low-Code/No-Code Platform Engineer,Bubble Bootcamp,https://bubble.io/bootcamp,Beginner,No-Code Development,357,185,425
Low-Code/No-Code Platform Engineer,Airtable for Beginners,https://support.airtable.com/hc/en-us/categories/360001924053-Getting-Started,Beginner,Database Management,357,100,231
Low-Connectivity Web Optimization Engineer,HTTP Caching,https://developer.mozilla.org/en-US/docs/Web/HTTP/Caching,Intermediate,Web Development,358,536,578
Low-Connectivity Web Optimization Engineer,Mobile-First Web Design,https://www.udacity.com/course/responsive-web-design-fundamentals--ud893,Beginner,Web Development,358,815,578
Low-Latency Signal Processing Engineer,Introduction to Digital Signal Processing,https://ocw.mit.edu/courses/6-341-discrete-time-signal-processing-fall-2005/,Intermediate,Signal Processing,359,631,499
Low-Latency Systems Engineer,Introduction to Networking,https://www.udacity.com/course/introduction-to-networking--ud436,Beginner,Networking,360,658,421
Low-Latency Systems Engineer,Linux Performance Analysis,https://www.brendangregg.com/linuxperf.html,Intermediate,Operating Systems,360,735,429
Low-Latency Systems Engineer,Advanced C++: Concurrency and Performance,https://www.udemy.com/course/modern-cpp-concurrency-in-depth/,Advanced,Programming,360,57,453
MEMS Engineer (Micro-Electro-Mechanical Systems),"NOC:Biomicroelectromechanical systems, IIT Kanpur",https://nptel.ac.in/courses/112104029,Intermediate,Nanotechnology,361,850,405
MEMS Engineer (Micro-Electro-Mechanical Systems),Modeling and Simulation of Microsystems,https://www.comsol.com/events/webinars,Intermediate,Simulation and Modeling,361,820,500
MLOps Engineer,MLOps (Machine Learning Operations) Fundamentals,https://www.coursera.org/specializations/machine-learning-engineering-for-production-mlops,Intermediate,MLOps,362,742,373
MLOps Engineer,Building and Deploying Machine Learning Models on Google Cloud,https://cloud.google.com/training/machinelearning-ai,Intermediate,MLOps,362,233,373
Machine Learning Engineer,Advanced Machine Learning Specialization,https://www.coursera.org/specializations/aml,Advanced,Machine Learning,363,74,374
Machine Learning Engineer,"Introduction to TensorFlow for Artificial Intelligence, Machine Learning, and Deep Learning",https://www.coursera.org/learn/introduction-tensorflow,Beginner,Deep Learning,363,678,243
Manual Tester,Web Accessibility Testing,https://www.udemy.com/course/web-accessibility-testing/,Intermediate,Software Testing,364,1162,522
Master Data Management (MDM) Specialist,Master Data Management with SAP MDG,https://open.sap.com/courses/mdg1,Advanced,MDM Tooling (SAP),365,760,372
Memory-Safe Software Engineer,Secure Coding in C and C++,https://www.securecoding.cert.org/confluence/display/seccode/SEI+CERT+Coding+Standards,Advanced,Security Engineering,366,1007,496
Memory-Safe Software Engineer,Go Programming Language,https://go.dev/tour/welcome/1,Beginner,Systems Programming,366,509,539
Memory-Safe Software Engineer,Swift Programming Language,https://docs.swift.org/swift-book/,Intermediate,Mobile Development,366,1072,398
Metaverse Developer,Blockchain and NFTs for Metaverse Development,https://www.udemy.com/topic/blockchain/,Intermediate,Blockchain Development,367,180,52
Metaverse Developer,Interactive 3D Development with WebGL,https://www.udacity.com/course/interactive-3d-graphics--cs291,Advanced,Web Development/3D Graphics,367,604,589
Metaverse Developer,Build Immersive Experiences with VR Development,https://www.udacity.com/course/vr-developer-nanodegree--nd100,Intermediate,XR Development,367,186,605
MicroVM Engineer,Virtualization Concepts and Technologies,https://www.redhat.com/en/services/training/rh124-red-hat-system-administration-i,Beginner,System Administration,368,1151,535
Microcontroller Programmer,Programming Embedded Systems: An Introduction to PIC Microcontrollers,https://www.udemy.com/course/microcontroller-programming/,Beginner,Embedded Systems,369,942,291
Microfrontend Engineer,Advanced Javascript Concepts,https://www.udemy.com/course/advanced-javascript-concepts/,Intermediate,Web Development,370,72,578
Middleware Integration Engineer,API Testing Using the Postman Tool,https://www.udemy.com/course/api-testing-postman/,Beginner,API Testing/Integration,371,17,21
Mobile App Developer,Android Basics in Kotlin,https://developer.android.com/courses/android-basics-kotlin/course,Beginner,Mobile App Development,372,109,396
Mobile App Developer,iOS App Development with Swift,https://www.udemy.com/course/ios-13-app-development-bootcamp/,Beginner,Mobile App Development,372,1189,396
Mobile App Developer,Advanced Android App Development,https://www.udacity.com/course/advanced-android-app-development--ud855,Intermediate,Mobile App Development,372,51,396
Mobile App Developer,iOS App Development with SwiftUI,https://www.udemy.com/course/swiftui-masterclass-course-ios-development-with-swift/,Intermediate,Mobile App Development,372,1190,396
Mobile App Developer,The Complete Flutter Development Bootcamp with Dart,https://www.udemy.com/course/flutter-bootcamp-with-dart/,Beginner,Cross-Platform Mobile App Development,372,1097,137
Mobile App Developer,React Native - The Practical Guide [2025],https://www.udemy.com/course/react-native-the-practical-guide/,Intermediate,Cross-Platform Mobile App Development,372,962,137
Mobile App Reverse Engineer,Mobile Application Penetration Testing,https://www.eccouncil.org/programs/certified-mobile-penetration-tester-cmpt/,Intermediate,Mobile Security,373,810,400
Mobile App Reverse Engineer,The Complete Android & iOS Reverse Engineering Course,https://academy.tcm-sec.com/p/the-complete-android-ios-reverse-engineering-course,Intermediate,Mobile Security,373,1094,400
Mobile App Tester,Become a Test Automation Engineer,https://www.linkedin.com/learning/paths/become-a-test-automation-engineer,Intermediate,Software Testing/Automation Testing,374,162,524
MongoDB Engineer,MongoDB Performance Tuning,https://university.mongodb.com/courses/M312/about,Advanced,Database Administration,375,830,226
MongoDB Engineer,M001: MongoDB Basics,https://university.mongodb.com/courses/M001/about,Beginner,Database Administration,375,741,226
MongoDB Engineer,MongoDB Data Modeling,https://university.mongodb.com/courses/M320/about,Intermediate,Database Design,375,828,227
Motion UI Developer,"Motion Design with Figma: Animations, Motion Graphics, UX/UI",https://www.udemy.com/course/motion-design-with-figma-animations-motion-graphics-uxui/,Beginner,UI/UX Design & Motion Graphics,376,835,554
Motion-Based UI Engineer,Advanced Prototyping with Framer Motion,https://www.framer.com/learn/motion/,Intermediate,UI/UX Design & Prototyping,377,85,555
Motion-Based UI Engineer,React Spring Advanced Animation Techniques,https://www.react-spring.io/docs/hooks/tutorials,Intermediate,Frontend Web Development,377,963,314
Motion-Based UI Engineer,The Nature of Code: Simulating Natural Systems with p5.js,https://natureofcode.com/,Intermediate/Advanced,Creative Coding & Generative Art,377,1106,135
Motion-Based UI Engineer,Introduction to WebGL with Three.js,https://threejs.org/docs/#manual/en/introduction/Creating-a-scene,Intermediate/Advanced,3D Graphics & Web Development,377,682,1
Motion-Based UI Engineer,UI Animation Fundamentals,https://www.interaction-design.org/literature/article/animation-for-ui-designers,Beginner/Intermediate,UI/UX Design & Animation Principles,377,1124,553
Multi-Cloud Networking Engineer,Multi-Cloud Networking and Security with VMware NSX,https://www.vmware.com/products/nsx.html#training,Intermediate,Cloud Computing/Networking,378,839,93
Multi-Cloud Networking Engineer,Terraform Associate Certification,https://www.hashicorp.com/certification/terraform-associate,Intermediate,Cloud Computing/Infrastructure as Code,378,1084,91
Multi-Cloud Networking Engineer,Hybrid Cloud Infrastructure Foundations with Anthos,https://www.pluralsight.com/courses/hybrid-cloud-infrastructure-foundations-anthos-locales,Intermediate,Cloud Computing,378,566,66
Multi-Cloud Networking Engineer,Networking in Google Cloud Platform,https://cloud.google.com/training/courses/networking-gcp,Intermediate,Cloud Computing,378,877,66
Multi-Cloud Specialist,Terraform for Multi-Cloud Infrastructure Automation,https://learn.hashicorp.com/terraform,Intermediate,Cloud Computing,379,1086,66
